concept_id,current_plane_id,current_module_id,current_kind,decision,proposed_kind,primary_parent_relation_id,additional_parent_relation_ids,target_plane_id,target_module_id,target_concept_id,convert_to_field_id,convert_to_allowed_value_of,merge_into_id,replaced_by_id,definition_action,example_action,source_action,required_new_relation_ids,rationale,reviewer,review_status
GraphEmbedding,memory-plane,memory-embedding-indexes,resource_type,keep_reparent,information,GraphEmbedding-is_a-Embedding,,memory-plane,memory-embedding-indexes,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""GraphEmbedding-is_a-Embedding""]","GraphEmbedding 是以图节点、边或邻域结构为来源的 Embedding。 / A GraphEmbedding is an Embedding derived from graph nodes, edges, or neighborhood structure.",codex-memory-ontology-reviewer,accepted
GraphIRAdapter,adapter-plane,adapter-schema-export,adapter_type,keep_reparent,capability,GraphIRAdapter-is_a-SchemaAdapter,,adapter-plane,adapter-schema-export,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""GraphIRAdapter-is_a-SchemaAdapter""]","Graph IR 适配器是把 class、relation 与 annotation 投影为中间图表示的 SchemaAdapter。 / GraphIRAdapter is a SchemaAdapter projecting classes, relations, and annotations to an intermediate graph representation.",codex-safety-adapter-ontology-reviewer,accepted
GraphNode,memory-plane,memory-ingestion,resource_type,keep_reparent,information,GraphNode-is_a-IngestibleResource,,memory-plane,memory-ingestion,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""GraphNode-is_a-IngestibleResource""]","可按身份、属性与来源读取的 GraphNode 是可摄入的细粒度 IngestibleResource。 / An identity-, property-, and provenance-bearing GraphNode is a fine-grained IngestibleResource.",codex-memory-ontology-reviewer,accepted
GraphNodeReference,info-plane,info-storage-sources,resource_type,keep_reparent,information,GraphNodeReference-is_a-SourceReference,,info-plane,info-storage-sources,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""GraphNodeReference-is_a-SourceReference""]",任一图节点引用都是以图标识和节点标识定位图中来源对象的 SourceReference。 / Every GraphNodeReference is a SourceReference locating a graph source object by graph and node identifiers.,codex-info-ontology-reviewer,accepted
GraphStore,memory-plane,memory-ingestion,resource_type,keep_reparent,entity,GraphStore-is_a-IngestibleResource,,memory-plane,memory-ingestion,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""GraphStore-is_a-IngestibleResource""]","GraphStore 是通过图查询暴露节点、边与邻域的 IngestibleResource。 / A GraphStore is an IngestibleResource exposing nodes, edges, and neighborhoods through graph queries.",codex-memory-ontology-reviewer,accepted
Handoff,orchestration-plane,orchestration-actors-delegation,event_type,keep_root,event,,,orchestration-plane,orchestration-actors-delegation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"控制移交是把任务或对话控制权交给另一目标的事件，区别于管理者保留控制权的 AgentAsToolInvocation。 / Handoff is an event transferring task or conversation control to another target, unlike AgentAsToolInvocation where the manager retains control.",codex-runtime-orchestration-ontology-reviewer,accepted
HandoffTarget,orchestration-plane,orchestration-actors-delegation,resource_type,keep_root,information,,,orchestration-plane,orchestration-actors-delegation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"移交目标是指向接收主体、路线或协议端点的类型化引用信息，不是一种移交事件。 / HandoffTarget is typed reference information for the receiving actor, route, or protocol endpoint, not a kind of handoff event.",codex-runtime-orchestration-ontology-reviewer,accepted
HeadTailWindow,info-plane,info-output-disclosure,resource_type,keep_reparent,specification,HeadTailWindow-is_a-OutputWindow,,info-plane,info-output-disclosure,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""HeadTailWindow-is_a-OutputWindow""]",任一首尾窗口都是通过保留开头和结尾范围定义可见区间的 OutputWindow。 / Every HeadTailWindow is an OutputWindow whose visible range retains the beginning and ending portions.,codex-info-ontology-reviewer,accepted
HostedMCPTool,tool-plane,tool-registry-definition,object_type,keep_reparent,entity,HostedMCPTool-is_a-HostedTool,,tool-plane,tool-registry-definition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""HostedMCPTool-is_a-HostedTool""]",HostedMCPTool 是经 MCP 服务器暴露的 HostedTool，满足严格“是一种”。 / A HostedMCPTool is a HostedTool specifically exposed by an MCP server.,codex-tool-feedback-ontology-reviewer,accepted
HostedTool,tool-plane,tool-registry-definition,object_type,keep_reparent,entity,HostedTool-is_a-Tool,,tool-plane,tool-registry-definition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""HostedTool-is_a-Tool""]",托管工具是由外部或提供方运行时承载的一种 Tool。 / A hosted tool is a Tool hosted by an external or provider-managed runtime.,codex-tool-feedback-ontology-reviewer,accepted
HTTPProxy,safety-plane,safety-sandbox-network,object_type,keep_reparent,entity,HTTPProxy-is_a-Proxy,,safety-plane,safety-sandbox-network,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""HTTPProxy-is_a-Proxy""]",HTTP 代理是按 HTTP/HTTPS 转发语义区分的 Proxy。 / HTTPProxy is a Proxy distinguished by HTTP/HTTPS forwarding semantics.,codex-safety-adapter-ontology-reviewer,accepted
HumanApproval,safety-plane,safety-permission-policy,policy_type,keep_reparent,information,HumanApproval-is_a-AuthorizationArtifact,,safety-plane,safety-permission-policy,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""HumanApproval-is_a-AuthorizationArtifact""]",这里保留的是可审计的人类批准记录，因而是一种 AuthorizationArtifact；批准活动本身不与记录混型。 / This concept denotes the auditable record of human approval and therefore specializes AuthorizationArtifact; the approval activity is not conflated with the record.,codex-safety-adapter-ontology-reviewer,accepted
HumanOperator,runtime-plane,runtime-actors,actor_type,keep_reparent,entity,HumanOperator-is_a-HumanActor,,runtime-plane,runtime-actors,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""HumanOperator-is_a-HumanActor""]","人类操作员是能暂停、恢复、重定向或补充信息的一种人类主体。 / A HumanOperator is a HumanActor distinguished by the ability to pause, resume, redirect, or supply missing information.",codex-runtime-orchestration-ontology-reviewer,accepted
HumanReview,feedback-plane,feedback-review-optimization,event_type,keep_reparent,activity,HumanReview-is_a-ReviewActivity,,feedback-plane,feedback-review-optimization,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""HumanReview-is_a-ReviewActivity""]",人类评审是由可问责的人类审查者执行的一种 ReviewActivity。 / Human review is a ReviewActivity performed by an accountable human reviewer.,codex-tool-feedback-ontology-reviewer,accepted
HybridIndex,memory-plane,memory-embedding-indexes,index_type,keep_reparent,entity,HybridIndex-is_a-Index,,memory-plane,memory-embedding-indexes,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""HybridIndex-is_a-Index""]","HybridIndex 是同时组合稠密、稀疏、词汇或图信号的 Index。 / A HybridIndex is an Index combining dense, sparse, lexical, or graph signals.",codex-memory-ontology-reviewer,accepted
ImageBlock,info-plane,info-content-block-modality,resource_type,keep_reparent,information,ImageBlock-is_a-ContentBlock,,info-plane,info-content-block-modality,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ImageBlock-is_a-ContentBlock""]",任一图像块都是载荷模态为图像或图像观测的 ContentBlock。 / Every ImageBlock is a ContentBlock whose payload modality is an image or image observation.,codex-info-ontology-reviewer,accepted
ImprovementAttempt,orchestration-plane,orchestration-evaluation,event_type,keep_root,activity,,,orchestration-plane,orchestration-evaluation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"改进尝试是根据反馈执行的一次有界修订或重试活动；它通过 part-of 属于 ImprovementLoop，而不是循环的子类。 / ImprovementAttempt is one bounded revision or retry activity based on feedback; it is part of ImprovementLoop, not a subtype of the loop.",codex-runtime-orchestration-ontology-reviewer,accepted
InboundResponse,safety-plane,safety-sandbox-network,event_type,keep_root,information,,,safety-plane,safety-sandbox-network,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],入站响应是网络调用返回的信息对象，通过 produces 连接调用事件，不是 NetworkInteraction 子类。 / InboundResponse is information returned by a network call and connects through produces; it is not a NetworkInteraction subtype.,codex-safety-adapter-ontology-reviewer,accepted
