entity_id,decision,selected_source_ids,rejected_source_ids,rationale,reviewer,status
TaskPlan,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-orchestrationbench""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
TaskStep,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-orchestrationbench""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
TelemetryEvent,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
TfIdfIndex,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-mech-compass""]","[""lit-agent-ama-bench"",""lit-agent-magma""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ThinkAsTool,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tracing"",""lit-mech-compass""]","[""eng-fw-openai-guardrails"",""lit-agent-conductor"",""lit-mech-reflexion""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ToolDefinition,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-python-docs"",""eng-proto-mcp-spec""]","[""lit-mech-tool-use-evolution""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ToolRegistry,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""eng-proto-mcp-spec""]","[""eng-fw-openai-python-docs"",""lit-mech-tool-use-evolution""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ToolSchemaPoisoning,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ToolStreamInjectionSignal,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
TraceExport,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
TrustBoundary,retain canonical record source set and convert it into direct scoped claims,"[""eng-proto-a2a-docs"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
TrustedInstructionOverride,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
UntrustedInstructionCandidate,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
VectorDatabase,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-mech-compass""]","[""lit-agent-ama-bench"",""lit-agent-magma""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
VectorIndex,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-mech-compass""]","[""lit-agent-ama-bench"",""lit-agent-magma""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
VoteBallot,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-crewai-flows"",""eng-fw-langgraph-graph-api"",""lit-mech-self-consistency""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
Voting,retain canonical record source set and convert it into direct scoped claims,"[""lit-agent-conductor"",""lit-mech-self-consistency""]","[""eng-fw-crewai-flows"",""eng-fw-langgraph-graph-api""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
Warning,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""lit-agent-safeagent""]","[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
WarningEvent,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
WorkerAgent,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
WorkerAvailability,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
WorkerCapabilityMatch,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
WorkerPool,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
WorkerSelection,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
WorkItem,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-orchestrationbench""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
candidate_chunk_scored_by_lexical,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
candidate_chunk_scored_by_similarity,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
candidate_set_contains_chunk,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
chunk_derived_from_document,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
